textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
ab48ec1f60,  tis a sad day,negative,night,31-45,Netherlands,17134872,33720,508
3fabb9fcb8," thanks neemah. I`m gonna be soooo close to you and izzy, yet so far",positive,morning,46-60,New Zealand,4822233,263310,18
fefc0ed9f0, wow.???? ??????,neutral,noon,60-70,Nicaragua,6624554,120340,55
3d623c804f,Buying my first mac,neutral,night,70-100,Niger,24206644,1266700,19
19f646f64a, ****! I`m already thinking about all the shows I`m going to have to miss because I`m broke.,negative,morning,0-20,Afghanistan,38928346,652860,60
c3e458a1f5,Poor Lil J-Man has a fever. I can`t wait to go home and hold the little man!,neutral,noon,21-30,Albania,2877797,27400,105
7ad9764464, just a question.. are you guys liek famous or anything ? haha and MILEY FOLLOWED YOU LUCKKYY ! im so jealous,neutral,night,31-45,Algeria,43851044,2381740,18
a396c8b61a,"is almost done with the third/chapter cover page, yay",positive,morning,46-60,Andorra,77265,470,164
a6adde8a33, i was in a hospital for a week and a half pretty much on the virge of dying.,negative,noon,60-70,Angola,32866272,1246700,26
7672fcfcd5,Travel blog up and running!  http://charlenedianetravels.blogspot.com Can`t wait to start filling it up with entries! ),positive,night,70-100,Antigua and Barbuda,97929,440,223
c7a3abfe7e,is wishing all of the mother`s out there a very Happy Mother`s Day!! Love ya!,positive,morning,0-20,Argentina,45195774,2736690,17
af8106f972,http://twitpic.com/67jzp McFly concerts through the years [H]... Don`t have my `06 one though  :/,neutral,noon,21-30,Armenia,2963243,28470,104
65711a3401, _chick Hello,neutral,night,31-45,Australia,25499884,7682300,3
09162e0abc," Ahh.  ... Well, I was hoping that I could learn some stuff on the way. ... Why not you and I work on separate things but also",positive,morning,46-60,Austria,9006398,8.24E+04,109
e0dcf23a90,Y CANT WE ALL JUST GET ALONG,negative,noon,60-70,Azerbaijan,10139177,82658,123
ebbac9da52,  probably why he`s still married to Joan perhaps?,neutral,night,70-100,Bahamas,393244,10010,39
38ff378dd7,I really want to go see UP!  haha. Tooo cute! (:,positive,morning,0-20,Bahrain,1701575,760,2239
e2c99c31aa,Hate washing my hair! Because then it has to be dried & straightened.  And then i find the grey hairs in the middle layers of my hair,negative,noon,21-30,Bangladesh,164689383,130170,1265
35111e04a2, Oh I`m on a roll now with these oldies!  ? http://blip.fm/~5jeu7,neutral,night,31-45,Barbados,287375,430,668
9f1c41b48c, (((HUGS))) back to you - you also have that look!,positive,morning,46-60,Belarus,9449323,202910,47
d653389367,Early start today! More rain and more miles!,neutral,noon,60-70,Belgium,11589623,30280,383
17d54e4210,hehe tweet time... bastos talaga chux,neutral,night,70-100,Belize,397628,22810,17
68a429f6af, Same here!  I just wanted it to keep going and not end... ever! ;),neutral,morning,0-20,Benin,12123200,112760,108
4b0b800393, haha I just playing,neutral,noon,21-30,Bhutan,771608,3.81E+04,20
b2ccc6e924," Oui, I figured that since its a day off, I`d better start brushing up on my french; so far I have learnt Bonjour and Oui",neutral,night,31-45,Bolivia,11673021,1083300,11
7279ef52d3,_intruder well said...please take him off my hands..i can`t cope !!!! Set that fox on him,negative,morning,46-60,Bosnia and Herzegovina,3280819,51000,64
c78ea34157,Time for me to go to sleep! It`s almost 1am. Night everyone! Happy mothers day to all the moms out there,positive,noon,60-70,Botswana,2351627,566730,4
ae702e3f32, Hey lovely.. hope you had a good day  Thanks for an awsome night and teaching me how to put together a tie...hahaha,positive,night,70-100,Brazil,212559417,8358140,25
498145e798,"omfg, my head",negative,morning,0-20,Brunei,437479,5270,83
63116f1dbb,Jimmy Eat World`s initials are JEW....new favorite band,positive,noon,21-30,Bulgaria,6948445,108560,64
a11068247b,- stillll listening to `paranoid`  now starting civics homework+ new JONAS episode !,neutral,night,31-45,Burkina Faso,20903273,273600,76
de8b632bdb, good luck! I have no doubt you will be hilarious. really hoping to see you dressed as some kind of foam food item  and go...,positive,morning,46-60,Burundi,11890784,25680,463
7064039c4b, aww  loves you! way too cute ;),positive,noon,60-70,C�te d'Ivoire,26378274,318000,83
14caae56d8,_1   is leavin bc of racists *starts cryin*,negative,night,70-100,Cabo Verde,555987,4.03E+03,138
21ec4c00cb, thanks! I will try #boarding out,neutral,morning,0-20,Cambodia,16718965,176520,95
2923f9baa2,I want it to be Wednesday already so I can hurry up and go to New Zealand so I`m busy and not sitting here bored and stressing,negative,noon,21-30,Cameroon,26545863,472710,56
c4261c5ffb,_Kill_Boy I know the feeling,negative,night,31-45,Canada,37742154,9093510,4
f21d23b9cb,I woulda never believed that five years later I`d be a female engineer myself making tracks,positive,morning,46-60,Central African Republic,4829767,622980,8
5ff6ce14c6,"Missed the WBC counterprotests.  But probably going to WaterFire with Ben, yay!",negative,noon,60-70,Chad,16425864,1259200,13
bb6bded93d, You`ve got a deal!,neutral,night,70-100,Chile,19116201,743532,26
aa0b50384c,Just got home. :3 Was pleased with Star Trek.,positive,morning,0-20,China,1439323776,9388211,153
dea8c68755,Okay...So I have an AIM account now...Send me ur S/N`s on there so I can add u...Thx!,positive,noon,21-30,Colombia,50882891,1109500,46
1538798e8c,Nnnnoooooo!!!! Just learned we`ve got a frost warning for tonight!,negative,night,31-45,Comoros,869601,1861,467
4526e65033,What a great night.,positive,morning,46-60,Congo (Congo-Brazzaville),5518087,3.42E+05,16
d672a09053,I miss Feb 23rd 2008  best night of my whole entire **** life. I`d rather re-live that night then win $1million.,positive,noon,60-70,Costa Rica,5094118,51060,100
3749900628,Happy Mothers Day to all the mums in my life and those that are not,positive,night,70-100,Croatia,4105267,55960,73
dfb67f9f58,"oh, it`s  `s birthday! happy birthday andre michelle",positive,morning,0-20,Cuba,11326616,106440,106
6dd75a5d42,We have tons of updates including pics of Rob from yesterday. Check them out  www.robsessedpattinson.com,neutral,noon,21-30,Cyprus,1207359,9240,131
e91632a0e9,Wtf was that **** 5 mins before the marked closed...FAZ you cost me 4 grand,negative,night,31-45,Czechia (Czech Republic),10708981,77240,139
7af995a949,Headin 2 chilis Mr. Presidente`s callin my name! Then 2 the ice house,neutral,morning,46-60,Democratic Republic of the Congo,89561403,2267050,40
27df19d799,i love how nice the weather is today and i am camping tonight! oh and i hate my hair,positive,noon,60-70,Denmark,5792202,42430,137
71844002df,just had steamed fish w/ oyster sauce,neutral,night,70-100,Djibouti,988000,23180,43
a3d5127355,_anderson hehe   fun tweets !,positive,morning,0-20,Dominica,71986,750,96
c5dbfa2ee8, I miss standing next to you...,negative,noon,21-30,Dominican Republic,10847910,4.83E+04,225
10ceebee98,Now the mosquito truck is waking me up,negative,night,31-45,Ecuador,17643054,248360,71
595685ba72,"Right! Into action! Grab a shower, grab my camera and, I think, a walk in the sunshine along the canal. Later, good tweeple",positive,morning,46-60,Egypt,102334404,995450,103
4ac5fe22f7, you say the nicest things.,positive,noon,60-70,El Salvador,6486205,20720,313
155e6b9b1a,I`m sooo hyper! And I don`t even know why! Hahahahaha!,neutral,night,70-100,Equatorial Guinea,1402985,28050,50
17dc0a7c94,in the mailbox already for 2 hours,neutral,morning,0-20,Eritrea,3546421,101000,35
6ae2e23d21,At the Spoke Club - fell in love with Tom Arnold all over again (not Rosie`**** definitely different)... Lucky moi,positive,noon,21-30,Estonia,1326535,42390,31
807aa145f4,"http://www.facebook.com/pages/HelloTxt/73275306275 this message is posted on HelloTxt Facebook Fan page through HelloTxt, check it out",neutral,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
bad43ec3f4," haven`t read that book, but heard of it. Feed, spay, love is a great motto for pet owners  although there is more involved",positive,morning,46-60,Ethiopia,114963588,1000000,115
5ba6eb7c25," loving your music , had a good recommendation from someone who knows his stuff",positive,noon,60-70,Fiji,896445,18270,49
4dbdcda357, man i cant go on sunday cause im helping out all day at the piano recital. this sucks,negative,night,70-100,Finland,5540720,3.04E+05,18
4fdc228bbe,"back at school again. almost weekend. oh wait, i gotta work from eight to four tonight",neutral,morning,0-20,France,65273511,547557,119
191e25e2be,"trying to learn for my oral exam, but I`m too distracted",negative,noon,21-30,Gabon,2225734,257670,9
aa15529894, why you never answer me..  wath i say to you,negative,night,31-45,Gambia,2416668,10120,239
6ebb2f43f0,#twitterfails **** hard right now...this is annoying,negative,morning,46-60,Georgia,3989167,69490,57
d8a325da18, I just heard that Regina girls song @ les deux! And I think u should/have 2 come back 2 mc! I miss u,negative,noon,60-70,Germany,83783942,348560,240
dc5132385f,LMAO! listening to the great Bob Marley!  Wow hes so awesome,positive,night,70-100,Ghana,31072940,227540,137
e5af66c7bf,At Marlees doc appointment poor babygirl has to get shots,negative,morning,0-20,Greece,10423054,128900,81
729d721d36,is a lil sad bc I wont be able toeat a hot dog and Big Kahuna cookie sandwich at the Ranger game tonight!,negative,noon,21-30,Grenada,112523,340,331
10f6590c47,hip hop is alive & well in nashville tn!,neutral,night,31-45,Guatemala,17915568,107160,167
a21f671687,"Good night all, 15 miles of trails with 7 peeks to climb in the morning, fun times ahead",positive,morning,46-60,Guinea,13132795,2.46E+05,53
6ed5c3c353,of course im almost there and theres traffic,neutral,noon,60-70,Guinea-Bissau,1968001,28120,70
0510fad96f,"is anxiously awaiting Rockets-Lakers game ... Yes, I finally got Tix for Games 3 & 4 .... Yeahhhhh",positive,night,70-100,Guyana,786552,196850,4
86bc9261b1,Ever been to a restaurant with over 200 items on the menu?  Lunch decision shouldn`t be this hard,negative,morning,0-20,Haiti,11402528,27560,414
9f7dbce69d,"_d I can`t view anything, Gerald. Not only am I banned, I can`t even read the **** place.",negative,noon,21-30,Holy See,801,0,2003
ea028cdcf1,_argie Yes I am,neutral,night,31-45,Honduras,9904607,111890,89
f39e7fa3ec, Me and Wendy are going after all.  Wish you were!!!,negative,morning,46-60,Hungary,9660351,90530,107
7f1b2e1223," Every time I succeed with a code, I get 'We`re Sorry. Your Credit Card Has Been Declined at this time.'",negative,noon,60-70,Iceland,341243,100250,3
0c4eac0389,found none,neutral,night,70-100,India,1380004385,2973190,464
117a319a9d,"so bored  Gonna go to the Carnival and get an all day pass tomorrow. Excited for that, but very bored today.",negative,morning,0-20,Indonesia,273523615,1811570,151
0a2abed6c6, a wet and dirty one now,negative,noon,21-30,Iran,83992949,1.63E+06,52
ea79384159,Work is a no go,neutral,night,31-45,Iraq,40222493,434320,93
ad59f9f17d," oh no, you`re gonna have to break up w/your ups guy when you move",negative,morning,46-60,Ireland,4937786,68890,72
42b4c0e6a4,Very bummed I can`t go to the  open house today.   DD and I woke up with a stomach bug.  Blech.  Y`all have fun!,neutral,noon,60-70,Israel,8655535,21640,400
681513d24f, haha  i did! many times before!,neutral,night,70-100,Italy,60461826,294140,206
53970e938f,is feeling so giddy and wanna go home.,negative,morning,0-20,Jamaica,2961167,10830,273
37fa1cef8f, Interesting Combination  Have a great one ;),positive,noon,21-30,Japan,126476461,364555,347
cc7953c4d1,__  that`s not good! hope you get better soon and good luck with the exams!,neutral,night,31-45,Jordan,10203134,88780,115
07e664f430,Aw i couldn`t see robert before practice. That makes me sad,negative,morning,46-60,Kazakhstan,18776707,2699700,7
1e7b0c1a1b,Got the BrainBone daily question right!  - http://tinyurl.com/c9ryqc,neutral,noon,60-70,Kenya,53771296,569140,94
e17dc861e8,"Goood Dayy  Beeen shopping, didn`t get what I wanted though  But my best friend has comeeee homeeee!! XD Ily Shannii x",positive,night,70-100,Kiribati,119449,8.10E+02,147
7ea0341ece,Noones talking to me anymore,neutral,morning,0-20,Kuwait,4270571,17820,240
3f9e322af8," Oh same here, can`t believe they killed him off!  Hate Stringer now!",negative,noon,21-30,Kyrgyzstan,6524195,191800,34
18628be7b7,"#SanctuarySunday  yay for #Sanctuary, I may watch Requiem after breakfast!",neutral,night,31-45,Laos,7275560,230800,32
b9c27145ee,"May have to work Saturday   I want to just rewrite it properly over the weekend, but bosses may say just get it working now.",neutral,morning,46-60,Latvia,1886198,62200,30
2984da4e4f,Just got my 3rd tattoo  owwwwwww lol,neutral,noon,60-70,Lebanon,6825445,10230,667
b3833ccb24,really not lookin forward to monday  bak to college,negative,night,70-100,Lesotho,2142249,30360,71
6fbe1bf447,I`m still thinking ... Idk,neutral,morning,0-20,Liberia,5057681,96320,53
7e6256edc4, LOL! I hate when that happens!! All hyped up and its over before you know it! Lunch sounds nice..hope you have a nice time.,neutral,noon,21-30,Libya,6871292,1759540,4
41b9aed9db,Last day to sign up for GoCincinnati! www.crossroads.net/gocincinnati you can sign up with my group.. its going to be AWESOME,positive,night,31-45,Liechtenstein,38128,160,238
1b79929075," Yeah, mine said 'That`s a nice picture' & gave me the red x!  Hope you get it working soon!",positive,morning,46-60,Lithuania,2722289,6.27E+04,43
14ac15e57c,Oh my gosh! My hair is so short! I miss my long hair!,negative,noon,60-70,Luxembourg,625978,2590,242
61dfdb6269,_26 i wish you were here to take care of me,positive,night,70-100,Madagascar,27691018,581795,48
13379d9ac6,second song is coming along nicley,positive,morning,0-20,Malawi,19129952,94280,203
d8ab6dfc33, doin fine relaxin at work... Hardly working,positive,noon,21-30,Malaysia,32365999,328550,99
aaa58df6d1, thanks.  Sadly the streamline top II is sold out. Streamline trunk II is available in my size but that only gets me halfway.,neutral,night,31-45,Maldives,540544,300,1802
0619c608c9, my cat!!,neutral,morning,46-60,Mali,20250833,1220190,17
ab3885078c,Excited about having an empty apartment to ourselves for a little while,neutral,noon,60-70,Malta,441543,320,1380
b5b42a777e, i want u to know i don`t like u hun  j/p u know we go back,negative,night,70-100,Marshall Islands,59190,180,329
daa811318a,On my way home n having 2 deal w underage girls drinking gin on da bus while talking bout keggers......**** i feel old,negative,morning,0-20,Mauritania,4649658,1030700,5
2b7ae450f4,: i really adore your K-POPPED site ! http://k-popped.com/ haha,positive,noon,21-30,Mauritius,1271768,2.03E+03,626
ad1237b891,Still sick at home,negative,night,31-45,Mexico,128932753,1943950,66
ec41f30dd5,Glad I trudged through the first 60 pages of Anathem.  Now on pg340...it`s been a long time since I wanted to call in sick just to read,positive,morning,46-60,Micronesia,115023,700,164
134b4e3267,In bed after a good last saturday in ec. I`m gonna miss this place but can`t wait til summer,negative,noon,60-70,Moldova,4033963,32850,123
fbf7e063e0,good morning guys!  experimental chemistry test this morning :s wish me luck!,positive,night,70-100,Monaco,39242,1,26337
b1551b8171,"Made breakfast for bf; went to sears to pass my drivers test! stayed with minh for a lil, sauna&spa with aunt, uncle & mom; FINALLY HOME",neutral,morning,0-20,Mongolia,3278290,1553560,2
d17022a3bc," thanks, u 2!!! Idk if Im going or not... I don`t feel like getting all dress up and doing my hair!!!  LOL",neutral,noon,21-30,Montenegro,628066,13450,47
e1a200381d," yeah, i`m so excited.",positive,night,31-45,Morocco,36910560,446300,83
818fd39e58,Just checked my bank balance. I spend like a millionaire despite the fact I am nowhere near as rich as one.,neutral,morning,46-60,Mozambique,31255435,786380,40
56e6bdbf61, it was fun  Ate at mas.Thanks!!  Good luck w/ ur showing tomorrow.,negative,noon,60-70,Myanmar (formerly Burma),54409800,653290,83
f9a8dea902,Tired. About to climb into bed and fall asleep. I hope this weekend will be fun... I only have a couple of weeks left,positive,night,70-100,Namibia,2540905,8.23E+05,3
5e5c116bf5,Well not JUST making dinner making dinner with WET HAIR!,neutral,morning,0-20,Nauru,10824,20,541
ce54016d40," thanks for trying   I was hoping Bud Trillin, but the Fest would be honored by any of the guests with whom you hobnobbed.",positive,noon,21-30,Nepal,29136808,143350,203
a05c646bc1,Surfing the web...,neutral,night,31-45,Netherlands,17134872,33720,508
e953decb1b, Yea its nice! But im only here for a weekend!,positive,morning,46-60,New Zealand,4822233,263310,18
95892d270c,_trees  True. That`s kind of your style isn`****  and less of the 'old chap' ;-),neutral,noon,60-70,Nicaragua,6624554,120340,55
7f63c04f61,GIVE A HATER A Hug ? Why would you do that? I don`t like mwean people,negative,night,70-100,Niger,24206644,1266700,19
2c8f270415,cant believe ER is all over,neutral,morning,0-20,Nigeria,206139589,910770,226
da792a629f, darn open source software and it`s security holes,neutral,noon,21-30,North Korea,25778816,120410,214
7eb95958a1," That be it, my Nathan sense was tingling.",neutral,night,31-45,North Macedonia,2083374,25220,83
e7c8dd1576,_sian lol. I don`t have the benefit of Sky+ and hubbie was watching them so had to sit thru it.,neutral,morning,46-60,Norway,5421241,3.65E+05,15
0236a31bb0,  mayyyybe,neutral,noon,60-70,Oman,5106626,309500,16
8bf20e6006, i see 5 faces in that thing. but no more  ****,neutral,night,70-100,Pakistan,220892340,770880,287
25f5cd0c17," Awww  that`s no fun, did you take something?",negative,morning,0-20,Palau,18094,460,39
80cea4864e,"I feel like ive done the London marathon, I ach all over",negative,noon,21-30,Palestine State,5101414,6020,847
b595c6c4f4," too many Germï¿½n rodrï¿½guez`s results. Which one are you?  I mean, how do you look like in your profile picture?",neutral,night,31-45,Panama,4314767,74340,58
38d147d3d9,What`s up!!? ,neutral,morning,46-60,Papua New Guinea,8947024,452860,20
9bda7c0138, I agree. I danced with my dad to 'Kind & Generous' at my wedding. HUGE fan.,positive,noon,60-70,Paraguay,7132538,397300,18
bfc79948eb, you are such a great person.,positive,night,70-100,Peru,32971854,1280000,26
36da939c78,_xo oh and i know brody and erin,neutral,morning,0-20,Philippines,109581078,298170,368
73fef700f3," didn`t know you folks were there, sorry.",negative,noon,21-30,Poland,37846611,3.06E+05,124
133c114621, sexxxxxxxy  I had a silly weekend with my bff =P Fun times! Haha,positive,night,31-45,Portugal,10196709,91590,111
bcf1767c4a, whaaaat what about your house? You`ve been working so hard on it!,negative,morning,46-60,Qatar,2881053,11610,248
12c8735fe6,Tom is back in town,neutral,noon,60-70,Romania,19237691,230170,84
650374fc21," Yup, everything`s there.",neutral,night,70-100,Russia,145934462,16376870,9
38a3a0d194,I`m medal drivin`  home in 3 hours!,neutral,morning,0-20,Rwanda,12952218,24670,525
adf8edce59,"Is finally home, fed and ready to go to bed and its only 2:45am.  That`s gotta be a record",positive,noon,21-30,Saint Kitts and Nevis,53199,260,205
d3ccc37b2f,  what`s wrong with debbie?,negative,night,31-45,Saint Lucia,183627,610,301
0a4cc4c868,"had to pause tv, now i`m 10 minutes behind on BGT",neutral,morning,46-60,Saint Vincent and the Grenadines,110940,390,284
eb0d9764bf,"aww, You Are The Sunshine Of My Life from Bob and Larry Sing the 70s.  makes me think of  <3",positive,noon,60-70,Samoa,198414,2830,70
bd3dd9b8f3, thought it was rubbish  twins are cute tho!,neutral,night,70-100,San Marino,33931,6.00E+01,566
0287f2ddef, WHAT?! i was wanting to see that show!!,negative,morning,0-20,Sao Tome and Principe,219159,960,228
9aaac25638,I hate how MS makes me feel. I can`t control my legs 2nite & am in too much pain - it`s driving me crazy  Anyone else get those moments?!!,negative,noon,21-30,Saudi Arabia,34813871,2149690,16
f9e26a302b, Hahahahahahahahahah! That tickled me so much!,positive,night,31-45,Senegal,16743927,192530,87
6a7d8d042c,_Josa how exciting!!! looking forward to pics on facebook  ****,positive,morning,46-60,Serbia,8737371,87460,100
e92d3d6ede, I want all the soldiers to come home so we don`t have to hear about anymore being killed.,positive,noon,60-70,Seychelles,98347,460,214
b001d5011c,i still DON`T have the internet @ home  ****,negative,night,70-100,Sierra Leone,7976983,72180,111
ff49f30eb5,Just read McDonald`s is actually running more ads than before the economic slowdown. Great. I`m lovin it.,positive,morning,0-20,Singapore,5850342,700,8358
b7083c7283,Fuccin bacc hurts now. Just dragged the long blocc on a piece of wood. From the corner to in my garage.,negative,noon,21-30,Slovakia,5459642,48088,114
4c55774540, Oh ****. That really sucks,negative,night,31-45,Slovenia,2078938,20140,103
c5fa126423,my car is possessed and won`t stop honking at me,negative,morning,46-60,Solomon Islands,686884,2.80E+04,25
f17bce53be,"Going to bed. Today was another good, if uneventful day.",positive,noon,60-70,Somalia,15893222,627340,25
8045a5e6d7, the new song with cobra starship is amazing!!,positive,night,70-100,South Africa,59308690,1213090,49
2b7c175ba1," bahaha, BOF? you`ve gotta get a life... although i can`t say much with my obsession with miley cyrus.. I`VE gotta get a life",positive,morning,0-20,South Korea,51269185,97230,527
3745be2d1b,had a nice time with juno  http://plurk.com/p/sv71z,positive,noon,21-30,South Sudan,11193725,610952,18
56b20497b7,"Awake still O_o, breeding for perfect or close to perfect IVs on a pikachu  don`t know what that means? Google it or wait for my articles",neutral,night,31-45,Spain,46754778,498800,94
3ef8e86ade,Just saw up with my favorites and surprisingly it was way too sad,negative,morning,46-60,Sri Lanka,21413249,62710,341
f49793eb70,Why are all the cool classes being offered this summer?  Boo.,neutral,noon,60-70,Sudan,43849260,1765048,25
479141acc5," actually, web works fine. tweetdeck keeps crashing  i`m in NJ today avoiding nascar",neutral,night,70-100,Suriname,586632,156000,4
c0da2b190b, it`s depressing,negative,morning,0-20,Sweden,10099265,410340,25
f38705f679,Happy Mother`s Day to all your wonderful moms!,positive,noon,21-30,Switzerland,8654622,3.95E+04,219
842b557aab,"If any one is looking for  he is now at   (And if you don`t know him yet, follow him anyways, good guy)",positive,night,31-45,Syria,17500658,183630,95
c3d279cda8," ha I think I got like two hours of sleep last night and I have an early start tomorrow, so chillin and sleep is needed!",positive,morning,46-60,Tajikistan,9537645,139960,68
02954337f9," i miss that place, but miss wegmans even more. whole foods != wegmans",negative,noon,60-70,Tanzania,59734218,885800,67
6a21e27d8f,Dad and Mum are heading that way and I normally jump in the middle and thash about a bit while having cat chasing dreams,neutral,night,70-100,Thailand,69799978,510890,137
cdaa76b155, I don`t think I`m going camping,negative,morning,0-20,Timor-Leste,1318445,14870,89
c021952637, right on!  i`m 29 myself... i turn 30 in october. i think that pretty much makes us awesome,positive,noon,21-30,Togo,8278724,54390,152
8c644ad7b2,"Now Im in the work  , I miss my home, any news?",negative,night,31-45,Tonga,105695,720,147
f6e95412e5," Hmm.. didn`t get the DM, are you sure it didn`t go to someone else?",neutral,morning,46-60,Trinidad and Tobago,1399488,5130,273
a6c4a1d9c7,_Mom Maybe people would start looking for us... like 'where`s Waldo' but 'where`s the CKC'?,neutral,noon,60-70,Tunisia,11818619,155360,76
baba9bcb3a,  maybe a good night`s sleep for everyone?,positive,night,70-100,Turkey,84339067,7.70E+05,110
0f84edda53,_Staack Pfft ... i dont have the guts .. YOU TELL HIM  and say its a fundraiser like .. PFFT,neutral,morning,0-20,Turkmenistan,6031200,469930,13
4c8908e55c, Not any more.,negative,noon,21-30,Tuvalu,11792,30,393
e19eab5b9e,My new camera... http://tinyurl.com/l8pde3 ... RIP my hot pink Polaroid i733,negative,night,31-45,Uganda,45741007,199810,229
8b7c0322a2, aww  that`s horrible! xD,negative,morning,46-60,Ukraine,43733762,579320,75
719570e980,WAH. i`m gonna miss bowie people  ESP YOU ALYANNA BONDOC <3 and Cesar. D:< I dunno if I can survive without my SOSA!,negative,noon,60-70,United Arab Emirates,9890402,83600,118
9c73103f2d,Enjoyed see`n everyone last night! even tho it was a really bad night financially... Cant wait to kick it again @ the drive -ins!,neutral,night,70-100,United Kingdom,67886011,241930,281
752814dbb0,Watchin Hollyoaks...poor Justin!,negative,morning,0-20,United States of America,331002651,9147420,36
6599e2a572,"My copy shipped Friday, if it shows up today, I`ll tune in.",neutral,noon,21-30,Uruguay,3473730,175020,20
1f39951266,Fixed my favourites. $180 and the heels fell off after 4 wears,positive,night,31-45,Uzbekistan,33469203,425400,79
9450b3fe67," pretty much, thanks.  seeing if a little Gilbert & Sullivan will cheer me up more.",positive,morning,46-60,Vanuatu,307145,1.22E+04,25
17e600f3b6,working again today  but off tomorrow for dan`s party! yay!,positive,noon,60-70,Venezuela,28435940,882050,32
413ea757e4, Thank you  xo,positive,night,70-100,Vietnam,97338579,310070,314
c0e1d2a420,"Welcome aboard to 5 new followers  Thanks, I`m honored.",positive,morning,0-20,Yemen,29825964,527970,56
6ff9e249ea,Going to sunnybank,neutral,noon,21-30,Zambia,18383955,743390,25
7d03fba3c2,"laughed so much today over that picture of lauren, that my chest hurts.",negative,night,31-45,Zimbabwe,14862924,386850,38
afb7ba1c75,"has a lot to catch up on from the weekend! The BHR hosts have been busy, busy, busy  http://plurk.com/p/rqpl7",neutral,morning,46-60,Afghanistan,38928346,652860,60
8cf3908017, I`m trying really hard not to hate you.,negative,noon,60-70,Albania,2877797,27400,105
fef21c81f5,"flu or allergy??? ... Doesn`t matter, just try to squeeze my Sundayyyy",negative,night,70-100,Algeria,43851044,2381740,18
710b5bab24,Lets get rich and give everyone nice sweaters and teach them how to dance...,positive,morning,0-20,Andorra,77265,470,164
990aa269e2,"_Morris Congratulations! what a milestone for you and your girls! I`m almost at five months, just for one though  You rock!",positive,noon,21-30,Angola,32866272,1246700,26
e941b944d8,lapit na ko magout. lapit na fated to love you.hehe  http://plurk.com/p/rrj4e,neutral,night,31-45,Antigua and Barbuda,97929,440,223
3949edf03a,_go you sure ?,neutral,morning,46-60,Argentina,45195774,2736690,17
38a1127302, sike sike call it truce???????????????? u still a **** and my ppl still gonna air u out tho,negative,noon,60-70,Armenia,2963243,28470,104
2e205ce846,http://goingtorain.com/ - about as precise as any other weather report,positive,night,70-100,Australia,25499884,7682300,3
1b203696bb,just had a bbq... YUM im full now,positive,morning,0-20,Austria,9006398,8.24E+04,109
0ba73d99cc,needs to have an increase on her salary  http://plurk.com/p/wxluu,neutral,noon,21-30,Azerbaijan,10139177,82658,123
6089840781," I`m good, thanks.  Hope you`re enjoying the weekend!",positive,night,31-45,Bahamas,393244,10010,39
5d71e59b19,So sad you didn`t day Hello to me  ,negative,morning,46-60,Bahrain,1701575,760,2239
b603c3561a,Star trek was SOOOOO AWESOME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Spock and Kirk were hillarious!!!  Im seeing it again. sooon.,positive,noon,60-70,Bangladesh,164689383,130170,1265
fc8b4e690e,Damnit Day 26 is at Northpark mall..I use to live near there  someone steal Mike for meeee!,negative,night,70-100,Barbados,287375,430,668
bbcc8b1827,  Happy Monday!!  Hope you have a great week!,positive,morning,0-20,Belarus,9449323,202910,47
22f885f1b1,"So I played this game , yeahhhhh I lost  I`m inlove ughh....really cause I`m such a fool.",negative,noon,21-30,Belgium,11589623,30280,383
be56e24fab, Yep! Here`s a pic of the kid standing on the Puffy Taco.  - Photo: http://bkite.com/07jZs,neutral,night,31-45,Belize,397628,22810,17
edfebfc89e,Waiting for the Denver game to come on.. but i dont think their gonna win it  Lakers suck lol :p.... Come on Denver!!,neutral,morning,46-60,Benin,12123200,112760,108
8ce165131f, my sentiments exactly,neutral,noon,60-70,Bhutan,771608,3.81E+04,20
0a2d80b493, supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week  & want Bruno!,neutral,night,70-100,Bolivia,11673021,1083300,11
14f9934b37,I am now Vice President of Social and Cultural Affairs at Southwestern College,neutral,morning,0-20,Bosnia and Herzegovina,3280819,51000,64
e2f13cdbb4,well.. i just saw the dead zone for the first time. its a good TV show.  is back,neutral,noon,21-30,Botswana,2351627,566730,4
6a34a8a3cc, Ready and waiting Donnie   We love you too,positive,night,31-45,Brazil,212559417,8358140,25
38db7593eb,there is absolutely nothing to eat in my house... epic fail,negative,morning,46-60,Brunei,437479,5270,83
f786f4dc89," nope, up tomorrow  I`m tired need bed",negative,noon,60-70,Bulgaria,6948445,108560,64
3414f1dd40,gonna knit a felted heart toy for mum for Mothers Day. she`s so great (not really) she loves anything i give her  luv ya mummy,positive,night,70-100,Burkina Faso,20903273,273600,76
0ce2cbb2d1,graduation next sunday.. im going to miss my class,negative,morning,0-20,Burundi,11890784,25680,463
9729f8b0fa, Thats beautiful,positive,noon,21-30,C�te d'Ivoire,26378274,318000,83
5770eda641, i`m trying to figure that out right now,positive,night,31-45,Cabo Verde,555987,4.03E+03,138
e0b663b833,_louise Lucky me. There are mystery ingredients as well,neutral,morning,46-60,Cambodia,16718965,176520,95
1bfce339c6,"want my new lappytop now, but the site says it won`t be here till 6/9",neutral,noon,60-70,Cameroon,26545863,472710,56
